id,screen_name,created_at,retweeted,text
1397647542775652352,djkhaled,2021-05-26 20:15:15+00:00,False,Get your popcorn 🍿 ready 🎥 https://t.co/xDagT90iqE
1397611665932292103,djkhaled,2021-05-26 17:52:42+00:00,False,#IDIDIT VIDEO PREMIERE THIS THURSDAY 11:55 PM ET  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone… https://t.co/CkcVUlPeIv
1397291452850483212,djkhaled,2021-05-25 20:40:17+00:00,False,#IDIDIT VIDEO PREMIERE THIS THURSDAY 11:55 PM ET  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone… https://t.co/LAY3JlhiPM
1397291373586440200,djkhaled,2021-05-25 20:39:58+00:00,False,#IDIDIT VIDEO PREMIERE THIS THURSDAY 11:55 PM ET  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone… https://t.co/SzsKcQ49dx
1397263714303332357,djkhaled,2021-05-25 18:50:04+00:00,False,RT @HunchoVibes11: Men 21 savage went so hard on Khaled album . @djkhaled @21savage @justinbieber #KHALEDKHALED
1397260439445250048,djkhaled,2021-05-25 18:37:03+00:00,False,RT @YouTube: Join @djkhaled for his music video premiere party on this week's #RELEASEDonYT. Set a reminder to tune in this Thursday at 11:…
1397258320256409604,djkhaled,2021-05-25 18:28:38+00:00,False,RT @BBMAs: another one ☝️ for the books #BBMAs @HERMusicx @djkhaled @Migos https://t.co/Jbg847mOOd
1397022203921764355,djkhaled,2021-05-25 02:50:23+00:00,False,"RT @Belieber_Rox: ""POPSTAR"" official music video by @djkhaled ft @Drake starring @justinbieber has surpassed 200M views &amp; 3.4M likes on You…"
1397022082383425536,djkhaled,2021-05-25 02:49:54+00:00,False,"RT @MikeAdamOnAir: “POPSTAR” by @DJKhaled and @Drake, with @JustinBieber starring in the music video, has reached 200 MILLION views on YouT…"
1397016406395342849,djkhaled,2021-05-25 02:27:21+00:00,False,"RT @HERMusicx: WE GOING CRAAAZYYYY!!! Opened the @BBMAs with @djkhaled and @Migos! 

Full performance: https://t.co/CIaYSZHwXk #BBMAs https…"
1397012771213021184,djkhaled,2021-05-25 02:12:54+00:00,False,"RT @TheSource: DJ Khaled, Migos and H.E.R. Perform ""We Going Crazy"" at 2021 BBMAs only on https://t.co/8EmqyZ5Yn0 
#WeGotUs #SourceLove 

h…"
1396977601579610116,djkhaled,2021-05-24 23:53:09+00:00,False,"Team Khaled meeting with @RiteAid today. Major 🔑 Livewell. Lovewell. #Blesswell

LETS LOCK IN"
1396948176435884032,djkhaled,2021-05-24 21:56:13+00:00,False,"MAY 27 WORLD PREM #IDIDIT #VIDEO 🎥🔥
@djkhaled @theestallion @lilbaby @dababy @postmalone @youtubemusic @vevo 🔥… https://t.co/xjZYapKhdZ"
1396925522731573249,djkhaled,2021-05-24 20:26:12+00:00,False,"RT @TheSource: #ICYMI : DJ Khaled, Migos and H.E.R. Perform ""We Going Crazy"" at 2021 BBMAs
#WeGotUs #SourceLove
https://t.co/6CyPnCK9Qe"
1396925477403693056,djkhaled,2021-05-24 20:26:02+00:00,False,RT @THEREALSWIZZZ: Let’s get it started !!!! 4 days till EXODUS @dmx 5/28!!!!!!!!!!! ❌ Let’s take it back to the motherf****** Streets !!!!…
1396911196452831240,djkhaled,2021-05-24 19:29:17+00:00,False,RT @Nas: ❌ ‼️‼️‼️ EXODUS 5/28!!!!!!! https://t.co/muPkn9I9HI
1396898142201712644,djkhaled,2021-05-24 18:37:24+00:00,False,"RT @YouTube: .@djkhaled's newest music movie is dropping on this week's #RELEASEDonYT! Set a reminder so you don't miss it, this Thursday a…"
